artist_name,track_name,album_name,album_release_year,danceability,speechiness,energy,loudness,liveness,valence,acousticness,instrumentalness,key_mode,tempo,time_signature,duration_ms
Townes Van Zandt,Mr. Mudd & Mr. Gold - Live,"Live at the Old Quarter, Houston, Texas",1977,0.548,0.474,0.239,-18.529,0.785,0.582,0.893,0,B minor,102.466,4,220840
Townes Van Zandt,Don't You Take It Too Bad - Live,"Live at the Old Quarter, Houston, Texas",1977,0.607,0.0546,0.174,-19.433,0.871,0.571,0.85,2.46e-6,C major,118.201,5,177680
Townes Van Zandt,Two Girls - Live,"Live at the Old Quarter, Houston, Texas",1977,0.605,0.489,0.298,-18.597,0.921,0.557,0.941,3.45e-6,D# major,71.305,4,231920
Townes Van Zandt,Fraternity Blues - Live,"Live at the Old Quarter, Houston, Texas",1977,0.527,0.128,0.171,-20.902,0.68,0.705,0.948,5.07e-4,D# major,109.429,4,187906
Townes Van Zandt,If I Needed You - Live,"Live at the Old Quarter, Houston, Texas",1977,0.445,0.0496,0.16,-22.793,0.857,0.576,0.893,7.62e-5,A# major,106.151,3,198813
Townes Van Zandt,Brand New Companion - Live,"Live at the Old Quarter, Houston, Texas",1977,0.396,0.0366,0.0948,-21.849,0.48,0.238,0.87,0.00569,B minor,51.952,3,260186
Townes Van Zandt,White Freightliner Blues - Live,"Live at the Old Quarter, Houston, Texas",1977,0.605,0.0645,0.308,-15.564,0.911,0.835,0.866,4.07e-4,C major,112.039,4,206440
Townes Van Zandt,To Live Is to Fly - Live,"Live at the Old Quarter, Houston, Texas",1977,0.614,0.315,0.274,-16.841,0.69,0.519,0.857,0,D major,77.931,4,200813
Townes Van Zandt,She Came and She Touched Me - Live,"Live at the Old Quarter, Houston, Texas",1977,0.585,0.0748,0.251,-16.62,0.693,0.371,0.832,0,E major,134.528,3,249520
Townes Van Zandt,Talking Thunderbird Blues - Live,"Live at the Old Quarter, Houston, Texas",1977,0.569,0.0945,0.315,-19.148,0.926,0.833,0.886,0.00921,E major,105.75,4,153173
Townes Van Zandt,Rex's Blues - Live,"Live at the Old Quarter, Houston, Texas",1977,0.569,0.0835,0.224,-19.135,0.784,0.741,0.847,4.21e-6,E major,147.406,4,185280
Townes Van Zandt,Nine Pound Hammer - Live,"Live at the Old Quarter, Houston, Texas",1977,0.581,0.0324,0.185,-20.281,0.688,0.551,0.911,0.0605,E major,137.657,4,186120
Townes Van Zandt,For the Sake of the Song - Live,"Live at the Old Quarter, Houston, Texas",1977,0.552,0.0517,0.132,-20.392,0.722,0.34,0.872,0,B major,108.974,4,288840
Townes Van Zandt,Chauffeur's Blues - Live,"Live at the Old Quarter, Houston, Texas",1977,0.435,0.0501,0.184,-21.561,0.688,0.34,0.881,0.165,B minor,82.275,4,273213
Townes Van Zandt,No Place to Fall - Live,"Live at the Old Quarter, Houston, Texas",1977,0.582,0.0819,0.258,-21.399,0.663,0.678,0.86,5.46e-4,E major,124.452,3,188986
Townes Van Zandt,Loretta - Live,"Live at the Old Quarter, Houston, Texas",1977,0.538,0.123,0.375,-17.396,0.691,0.401,0.904,0,C major,76.522,4,146546
Townes Van Zandt,Kathleen - Live,"Live at the Old Quarter, Houston, Texas",1977,0.325,0.202,0.212,-21.371,0.687,0.518,0.911,2.31e-4,F# major,205.772,4,174813
Townes Van Zandt,Why She's Acting This Way - Live,"Live at the Old Quarter, Houston, Texas",1977,0.526,0.0329,0.167,-20.955,0.66,0.317,0.887,0.00216,E major,79.11,4,342973
Townes Van Zandt,Cocaine Blues - Live,"Live at the Old Quarter, Houston, Texas",1977,0.5,0.0422,0.144,-20.461,0.632,0.318,0.932,0.00207,F# minor,112.873,4,201013
Townes Van Zandt,Who Do You Love - Live,"Live at the Old Quarter, Houston, Texas",1977,0.702,0.193,0.44,-15.87,0.272,0.365,0.814,0.00625,F# major,85.769,4,224720
Townes Van Zandt,Tower Song - Live,"Live at the Old Quarter, Houston, Texas",1977,0.524,0.0537,0.222,-19.418,0.792,0.519,0.856,9.68e-6,E major,93.616,4,227573
Townes Van Zandt,Waiting 'Round to Die - Live,"Live at the Old Quarter, Houston, Texas",1977,0.463,0.105,0.355,-16.15,0.673,0.734,0.857,6.03e-6,G# minor,85.447,4,155253
Townes Van Zandt,Tecumseh Valley - Live,"Live at the Old Quarter, Houston, Texas",1977,0.482,0.0592,0.151,-20.296,0.696,0.662,0.89,2.63e-4,C major,77.501,4,270040
Townes Van Zandt,Lungs - Live,"Live at the Old Quarter, Houston, Texas",1977,0.544,0.0411,0.34,-13.947,0.734,0.556,0.785,3.89e-6,D major,97.005,4,154186
Townes Van Zandt,Only Him or Me - Live,"Live at the Old Quarter, Houston, Texas",1977,0.462,0.0416,0.115,-19.618,0.706,0.558,0.916,6.78e-6,E major,153.357,4,162813
Townes Van Zandt,No Lonesome Tune,The Late Great Townes Van Zandt,1972,0.615,0.0336,0.313,-16.408,0.098,0.452,0.788,0.137,A major,141.017,4,261106
Townes Van Zandt,Sad Cinderella,The Late Great Townes Van Zandt,1972,0.603,0.0291,0.181,-16.867,0.0881,0.3,0.865,3.85e-5,C major,97.153,3,255400
Townes Van Zandt,German Mustard,The Late Great Townes Van Zandt,1972,0.643,0.0829,0.266,-16.235,0.117,0.404,0.784,8.42e-5,C major,109.587,4,175493
Townes Van Zandt,Don't Let The Sunshine Fool Ya',The Late Great Townes Van Zandt,1972,0.66,0.0505,0.317,-13.717,0.222,0.648,0.922,3.06e-4,E major,131.651,4,145600
Townes Van Zandt,Honky Tonkin',The Late Great Townes Van Zandt,1972,0.723,0.0314,0.308,-14.496,0.0474,0.723,0.764,6.89e-4,F major,132.572,4,224000
Townes Van Zandt,Snow Don't Fall,The Late Great Townes Van Zandt,1972,0.333,0.032,0.0859,-18.544,0.108,0.146,0.866,3.54e-4,F major,101.998,4,147000
Townes Van Zandt,Fraulein,The Late Great Townes Van Zandt,1972,0.479,0.0319,0.207,-15.957,0.114,0.521,0.617,7.12e-5,D major,127.789,4,162933
Townes Van Zandt,Poncho & Lefty,The Late Great Townes Van Zandt,1972,0.636,0.0306,0.277,-14.185,0.234,0.685,0.784,0,C# major,133.363,4,220573
Townes Van Zandt,If I Needed You,The Late Great Townes Van Zandt,1972,0.622,0.0329,0.315,-16.641,0.0849,0.676,0.558,0.0303,B major,75.703,4,224200
Townes Van Zandt,Silver Ships Of Andilar,The Late Great Townes Van Zandt,1972,0.4,0.0354,0.228,-14.243,0.102,0.296,0.826,0,B major,158.678,3,307893
Townes Van Zandt,Heavenly Houseboat Blues,The Late Great Townes Van Zandt,1972,0.549,0.032,0.0946,-16.815,0.106,0.426,0.855,1.25e-5,C# major,138.75,4,171266
Townes Van Zandt,FFV,Delta Momma Blues,1971,0.396,0.0428,0.185,-19.237,0.1,0.458,0.894,0.151,G major,186.754,3,217706
Townes Van Zandt,Delta Mama Blues,Delta Momma Blues,1971,0.635,0.0341,0.183,-18.924,0.107,0.725,0.818,9.99e-5,E major,124.312,4,241013
Townes Van Zandt,Only Him Or Me,Delta Momma Blues,1971,0.516,0.038,0.0861,-22.922,0.153,0.502,0.913,0.0238,E major,142.568,4,152013
Townes Van Zandt,"Turnstyled, Junkpiled",Delta Momma Blues,1971,0.57,0.042,0.224,-18.15,0.0917,0.502,0.84,0.00342,D major,126.195,4,206026
Townes Van Zandt,Tower Song,Delta Momma Blues,1971,0.555,0.0313,0.0749,-22.314,0.107,0.211,0.932,0.00411,E major,78.887,4,250000
Townes Van Zandt,Come Tomorrow,Delta Momma Blues,1971,0.512,0.031,0.108,-19.825,0.0952,0.307,0.893,0.00705,C major,106.305,4,179013
Townes Van Zandt,Brand New Companion,Delta Momma Blues,1971,0.54,0.0349,0.134,-21.268,0.132,0.398,0.789,0.529,E major,73.44,3,286013
Townes Van Zandt,Where I Lead Me,Delta Momma Blues,1971,0.512,0.0447,0.341,-15.441,0.0826,0.878,0.436,5.63e-5,A# minor,174.287,4,172013
Townes Van Zandt,Rake,Delta Momma Blues,1971,0.442,0.0382,0.213,-17.417,0.0747,0.262,0.911,0,C major,132.251,3,247013
Townes Van Zandt,Nothin',Delta Momma Blues,1971,0.512,0.0332,0.0876,-21.479,0.139,0.239,0.913,0.00191,G# major,138.287,4,169026
Townes Van Zandt,F.F.V.,Delta Momma Blues,1971,0.394,0.0417,0.181,-19.229,0.1,0.475,0.891,0.198,G major,184.365,3,217173
Townes Van Zandt,Delta Momma Blues,Delta Momma Blues,1971,0.605,0.0361,0.186,-18.926,0.107,0.709,0.811,1.46e-4,E major,124.543,4,241013
Townes Van Zandt,Only Him or Me,Delta Momma Blues,1971,0.497,0.0374,0.0882,-22.933,0.124,0.486,0.908,0.0327,E major,142.438,4,152013
Townes Van Zandt,"Turnstyled, Junkpiled",Delta Momma Blues,1971,0.572,0.041,0.226,-18.159,0.091,0.449,0.831,0.00354,D major,126.575,4,206026
Townes Van Zandt,Tower Song,Delta Momma Blues,1971,0.564,0.0316,0.0723,-22.284,0.107,0.227,0.935,0.00572,E major,79.164,4,250000
Townes Van Zandt,Come Tomorrow,Delta Momma Blues,1971,0.479,0.0317,0.108,-19.811,0.0989,0.317,0.894,0.00637,C major,105.64,4,179013
Townes Van Zandt,Brand New Companion,Delta Momma Blues,1971,0.566,0.0346,0.133,-21.227,0.129,0.405,0.779,0.627,E major,73.1,3,286013
Townes Van Zandt,Where I Lead Me,Delta Momma Blues,1971,0.532,0.0433,0.342,-15.45,0.0889,0.877,0.424,4.01e-5,A# minor,173.34,4,172013
Townes Van Zandt,Rake,Delta Momma Blues,1971,0.448,0.0395,0.207,-17.395,0.0786,0.253,0.918,0,C major,132.18,3,247013
Townes Van Zandt,Nothin',Delta Momma Blues,1971,0.393,0.0346,0.0875,-21.427,0.118,0.213,0.915,0.00126,G# major,138.166,4,166866
Townes Van Zandt,F.F.V.,Delta Momma Blues,1971,0.392,0.0446,0.185,-19.22,0.1,0.432,0.892,0.31,G major,185.704,3,217173
Townes Van Zandt,Delta Mama Blues,Delta Momma Blues,1971,0.633,0.0314,0.278,-13.712,0.103,0.708,0.797,1.7e-4,E major,124.317,4,240240
Townes Van Zandt,Only Him Or Me,Delta Momma Blues,1971,0.518,0.0368,0.0865,-22.926,0.124,0.494,0.911,0.0253,E major,142.577,4,152013
Townes Van Zandt,"Turnstyled, Junkpiled",Delta Momma Blues,1971,0.565,0.0408,0.229,-18.135,0.0914,0.459,0.814,0.00342,D major,125.998,4,206026
Townes Van Zandt,Tower Song,Delta Momma Blues,1971,0.567,0.0313,0.0693,-22.256,0.106,0.218,0.937,0.00455,E major,79.182,4,250000
Townes Van Zandt,Come Tomorrow,Delta Momma Blues,1971,0.5,0.0316,0.103,-19.829,0.0852,0.293,0.893,0.005,C major,105.684,4,179013
Townes Van Zandt,Brand New Companion,Delta Momma Blues,1971,0.404,0.0382,0.202,-16.432,0.143,0.398,0.843,0.346,E major,73.466,3,285480
Townes Van Zandt,Where I Lead Me,Delta Momma Blues,1971,0.52,0.0427,0.43,-11.606,0.0854,0.89,0.46,7.17e-5,A# minor,174.258,4,170533
Townes Van Zandt,Rake,Delta Momma Blues,1971,0.453,0.0365,0.275,-14.108,0.082,0.282,0.916,0,C major,132.199,3,245013
Townes Van Zandt,Nothin',Delta Momma Blues,1971,0.445,0.0338,0.0893,-21.417,0.145,0.237,0.912,0.00154,G# major,138.334,4,166866
Townes Van Zandt,Two Hands,"High, Low And In Between",1971,0.481,0.109,0.412,-13.197,0.591,0.604,0.362,0,E major,190.355,4,150933
Townes Van Zandt,You Are Not Needed Now,"High, Low And In Between",1971,0.474,0.0378,0.338,-14.512,0.0819,0.585,0.722,3.43e-5,D major,135.882,4,252933
Townes Van Zandt,Greensboro Woman,"High, Low And In Between",1971,0.565,0.0514,0.0822,-21.014,0.14,0.713,0.885,3.27e-6,D major,80.549,4,138560
Townes Van Zandt,Highway Kind,"High, Low And In Between",1971,0.686,0.0546,0.0939,-18.155,0.103,0.073,0.856,4.39e-5,E minor,133.886,4,134440
Townes Van Zandt,Standin',"High, Low And In Between",1971,0.614,0.0386,0.414,-15.307,0.154,0.847,0.763,1.96e-6,A major,79.613,4,201800
Townes Van Zandt,No Deal,"High, Low And In Between",1971,0.633,0.0641,0.396,-17.523,0.135,0.608,0.783,4.74e-6,G major,150.518,4,192893
Townes Van Zandt,To Live Is To Fly,"High, Low And In Between",1971,0.672,0.0422,0.285,-18.285,0.114,0.662,0.657,0.00277,D major,73.754,4,195640
Townes Van Zandt,When He Offers His Hand,"High, Low And In Between",1971,0.603,0.0321,0.284,-16.584,0.173,0.547,0.765,5.79e-6,A# major,125.442,3,179266
Townes Van Zandt,Mr. Mudd And Mr. Gold,"High, Low And In Between",1971,0.742,0.141,0.494,-16.759,0.148,0.859,0.839,0,B major,104.066,4,141200
Townes Van Zandt,Blue Ridge Mountains,"High, Low And In Between",1971,0.748,0.0344,0.398,-15.382,0.145,0.731,0.657,2.78e-5,G major,110.644,3,130333
Townes Van Zandt,"High, Low And In Between","High, Low And In Between",1971,0.643,0.0314,0.137,-20.34,0.098,0.297,0.959,0.0127,D major,85.255,4,192826
Townes Van Zandt,For the Sake of the Song - Re-recording,Townes Van Zandt,1969,0.673,0.0311,0.162,-17.557,0.107,0.434,0.711,1.8e-5,B major,102.496,4,315259
Townes Van Zandt,Columbine,Townes Van Zandt,1969,0.475,0.031,0.171,-20.916,0.114,0.613,0.852,0.148,G major,91.581,4,148423
Townes Van Zandt,Waitin' Around to Die - Re-recording,Townes Van Zandt,1969,0.542,0.0306,0.301,-15.112,0.203,0.652,0.575,1.61e-4,F# major,89.453,4,159425
Townes Van Zandt,Don't Take It Too Bad,Townes Van Zandt,1969,0.625,0.0311,0.199,-14.332,0.132,0.459,0.735,0,C major,112.625,3,168443
Townes Van Zandt,Colorado Girl,Townes Van Zandt,1969,0.435,0.0316,0.104,-18.387,0.11,0.461,0.942,0.0209,A major,170.443,4,193402
Townes Van Zandt,Lungs,Townes Van Zandt,1969,0.587,0.0618,0.38,-14.107,0.089,0.596,0.681,0,D major,100.479,4,143571
Townes Van Zandt,I'll Be Here in the Morning - Re-recording,Townes Van Zandt,1969,0.562,0.0321,0.234,-15.743,0.203,0.617,0.84,0.00386,E major,76.782,4,175027
Townes Van Zandt,"Fare Thee Well, Miss Carousel",Townes Van Zandt,1969,0.551,0.0574,0.446,-12.362,0.053900000000000003,0.574,0.617,5.49e-6,E major,81.269,4,315779
Townes Van Zandt,(Quicksilver Daydreams of) Maria - Re-recording,Townes Van Zandt,1969,0.557,0.0381,0.23,-14.599,0.1,0.424,0.814,4.67e-6,C major,113.53,3,279474
Townes Van Zandt,None but the Rain,Townes Van Zandt,1969,0.543,0.0368,0.154,-16.196,0.109,0.246,0.715,0.00274,A minor,76.192,4,141557
Townes Van Zandt,Be Here to Love Me,Our Mother the Mountain,1969,0.615,0.0321,0.361,-12.104,0.13,0.599,0.59,0,B major,100.511,4,159213
Townes Van Zandt,Kathleen,Our Mother the Mountain,1969,0.423,0.0319,0.106,-17.042,0.0679,0.334,0.773,1.41e-5,C# minor,91.172,4,167453
Townes Van Zandt,She Came and She Touched Me,Our Mother the Mountain,1969,0.557,0.0307,0.341,-12.786,0.0819,0.401,0.633,0,E major,126.627,3,243680
Townes Van Zandt,Like a Summer Thursday,Our Mother the Mountain,1969,0.436,0.0334,0.169,-15.68,0.0789,0.404,0.571,7.48e-5,D# major,145.519,4,184240
Townes Van Zandt,Our Mother the Mountain,Our Mother the Mountain,1969,0.528,0.0352,0.263,-14.795,0.107,0.236,0.562,0,A major,136.268,3,262306
Townes Van Zandt,Second Lover's Song,Our Mother the Mountain,1969,0.255,0.0381,0.242,-13.197,0.0934,0.368,0.849,0,A minor,174.642,3,136333
Townes Van Zandt,Saint John the Gambler,Our Mother the Mountain,1969,0.286,0.034,0.211,-15.281,0.113,0.331,0.785,1.09e-5,C# minor,77.392,4,185960
Townes Van Zandt,Tecumseh Valley - Re-recording,Our Mother the Mountain,1969,0.412,0.032,0.151,-16.229,0.139,0.343,0.757,1.06e-4,C major,131.686,4,295106
Townes Van Zandt,Snake Mountain Blues,Our Mother the Mountain,1969,0.634,0.0349,0.416,-12.078,0.241,0.82,0.471,0,B minor,111.291,4,159240
Townes Van Zandt,My Proud Mountains,Our Mother the Mountain,1969,0.509,0.0321,0.147,-16.407,0.0706,0.327,0.853,3.78e-6,G major,107.505,3,304480
Townes Van Zandt,Why She's Acting this Way,Our Mother the Mountain,1969,0.35,0.0304,0.236,-14.94,0.07,0.293,0.846,0,F# major,84.45,4,326146
Townes Van Zandt,For The Sake Of The Song,Townes Van Zandt,NA,0.387,0.0408,0.127,-19.615,0.115,0.463,0.786,3.07e-5,B major,204.402,4,322053
Townes Van Zandt,Columbine,Townes Van Zandt,NA,0.517,0.0303,0.187,-20.064,0.141,0.643,0.813,0.00439,G major,91.349,4,154706
Townes Van Zandt,Waitin' Around To Die,Townes Van Zandt,NA,0.366,0.0361,0.227,-18.198,0.111,0.659,0.702,0.00118,F# minor,180.004,4,165186
Townes Van Zandt,Don't Take It Too Bad,Townes Van Zandt,NA,0.622,0.0358,0.133,-17.983,0.102,0.493,0.813,2.77e-6,C major,112.665,3,174146
Townes Van Zandt,Colorado Girl,Townes Van Zandt,NA,0.412,0.0323,0.0764,-20.136,0.114,0.516,0.908,0.00172,A major,171.285,4,198106
Townes Van Zandt,Lungs,Townes Van Zandt,NA,0.653,0.0644,0.307,-16.642,0.0662,0.579,0.751,0,D major,100.945,4,149386
Townes Van Zandt,I'll Be Here In The Morning,Townes Van Zandt,NA,0.562,0.0331,0.172,-18.873,0.132,0.595,0.891,0.0383,E major,76.863,4,180106
Townes Van Zandt,"Fare Thee Well, Miss Carousel",Townes Van Zandt,NA,0.533,0.0592,0.403,-13.526,0.0493,0.558,0.705,1.18e-5,E major,80.867,4,322586
Townes Van Zandt,(Quicksilver Daydreams of) Maria,Townes Van Zandt,NA,0.555,0.0395,0.17,-17.459,0.0726,0.428,0.859,1.04e-5,C major,113.591,3,285173
Townes Van Zandt,None But The Rain,Townes Van Zandt,NA,0.531,0.0396,0.114,-18.685,0.148,0.267,0.808,0.00725,C major,76.04,4,143226
Townes Van Zandt,For the Sake of the Song,Townes Van Zandt,NA,0.387,0.04,0.124,-19.606,0.115,0.477,0.778,4.27e-5,B major,204.317,4,322053
Townes Van Zandt,Columbine,Townes Van Zandt,NA,0.497,0.0312,0.191,-20.047,0.14,0.619,0.804,0.00363,G major,91.368,4,154706
Townes Van Zandt,Waiting Around to Die,Townes Van Zandt,NA,0.551,0.0312,0.233,-18.251,0.11,0.659,0.71,9.49e-4,F# minor,89.574,4,165186
Townes Van Zandt,Don't Take It Too Bad,Townes Van Zandt,NA,0.624,0.0352,0.134,-18.026,0.13,0.497,0.824,1.89e-6,C major,112.615,3,174146
Townes Van Zandt,Colorado Girl,Townes Van Zandt,NA,0.412,0.032,0.0769,-20.142,0.113,0.518,0.91,0.00144,A major,171.168,4,198106
Townes Van Zandt,Lungs,Townes Van Zandt,NA,0.621,0.0623,0.304,-16.648,0.0684,0.573,0.748,0,D major,100.548,4,149386
Townes Van Zandt,I'll Be Here in the Morning,Townes Van Zandt,NA,0.558,0.0331,0.17,-18.882,0.113,0.635,0.887,0.037,E major,76.835,4,180106
Townes Van Zandt,"Fare Thee Well, Miss Carousel",Townes Van Zandt,NA,0.548,0.0576,0.406,-13.547,0.0496,0.572,0.703,1.43e-5,E major,81.257,4,322586
Townes Van Zandt,(Quicksilver Daydreams Of) Maria,Townes Van Zandt,NA,0.557,0.0392,0.17,-17.459,0.0724,0.438,0.856,8.96e-6,C major,113.619,3,285173
Townes Van Zandt,None but the Rain,Townes Van Zandt,NA,0.527,0.039,0.115,-18.689,0.148,0.264,0.814,0.00431,A minor,76.016,4,143226
Townes Van Zandt,Be Here to Love Me,Our Mother the Mountain,NA,0.621,0.0288,0.366,-12.201,0.15,0.622,0.632,0,B major,100.815,4,158706
Townes Van Zandt,Kathleen,Our Mother the Mountain,NA,0.428,0.0306,0.115,-17.311,0.0516,0.331,0.771,2.67e-5,C# minor,91.69,4,167453
Townes Van Zandt,She Came and She Touched Me,Our Mother the Mountain,NA,0.579,0.0305,0.331,-12.939,0.0827,0.414,0.625,0,E major,126.654,3,243680
Townes Van Zandt,Like a Summer Thursday,Our Mother the Mountain,NA,0.493,0.038,0.158,-15.938,0.0801,0.357,0.577,3.87e-5,D# major,72.605,4,184240
Townes Van Zandt,Our Mother the Mountain,Our Mother the Mountain,NA,0.338,0.0481,0.262,-15.015,0.0866,0.193,0.523,0,A major,69.74,3,262306
Townes Van Zandt,Second Lover's Song,Our Mother the Mountain,NA,0.263,0.0353,0.244,-13.457,0.092,0.31,0.828,0,A minor,174.068,3,136333
Townes Van Zandt,St. John the Gambler,Our Mother the Mountain,NA,0.246,0.0324,0.221,-15.488,0.109,0.358,0.803,1.3e-6,C# minor,87.513,5,185960
Townes Van Zandt,Tecumseh Valley,Our Mother the Mountain,NA,0.43,0.0317,0.137,-16.523,0.127,0.371,0.758,1.52e-4,C major,132.958,4,295106
Townes Van Zandt,Snake Mountain Blues,Our Mother the Mountain,NA,0.661,0.0342,0.387,-12.294,0.214,0.804,0.496,0,A major,111.446,4,159240
Townes Van Zandt,My Proud Mountains,Our Mother the Mountain,NA,0.507,0.034,0.146,-16.543,0.0676,0.291,0.868,2.42e-6,G major,107.069,3,304480
Townes Van Zandt,Why She's Acting This Way,Our Mother the Mountain,NA,0.397,0.03,0.239,-15.161,0.0839,0.263,0.852,0,F# major,167.461,4,324000
Townes Van Zandt,For the Sake of the Song,For the Sake of the Song,1968,0.531,0.0318,0.315,-12.929,0.113,0.608,0.495,0,C major,104.216,4,287360
Townes Van Zandt,Tecumseh Valley,For the Sake of the Song,1968,0.524,0.0341,0.347,-14.224,0.118,0.884,0.312,4.34e-5,D major,100.241,4,163013
Townes Van Zandt,Many a Fine Lady,For the Sake of the Song,1968,0.441,0.0283,0.249,-13.751,0.28,0.367,0.777,0,E major,94.323,3,233026
Townes Van Zandt,(Quicksilver Daydreams of) Maria,For the Sake of the Song,1968,0.557,0.0305,0.256,-15.48,0.103,0.511,0.866,2.27e-6,D major,114.161,3,221266
Townes Van Zandt,Waitin' Around to Die,For the Sake of the Song,1968,0.612,0.0449,0.471,-13.764,0.138,0.504,0.488,4.35e-6,A minor,102.332,4,145586
Townes Van Zandt,I'll Be Here in the Morning,For the Sake of the Song,1968,0.536,0.0274,0.381,-13.041,0.112,0.691,0.586,0,E major,86.529,4,166733
Townes Van Zandt,Sad Cinderella,For the Sake of the Song,1968,0.514,0.0269,0.331,-13.359,0.136,0.4,0.466,0,C major,94.203,3,282706
Townes Van Zandt,The Velvet Voices,For the Sake of the Song,1968,0.525,0.0297,0.467,-13.115,0.0831,0.596,0.347,0,D major,114.446,3,195333
Townes Van Zandt,All Your Young Servants,For the Sake of the Song,1968,0.559,0.034,0.324,-15.859,0.216,0.763,0.814,0,C major,119.339,3,179400
Townes Van Zandt,Talkin' Karate Blues,For the Sake of the Song,1968,0.586,0.049,0.394,-13.785,0.117,0.753,0.827,4.73e-5,D# major,89.791,4,187466
Townes Van Zandt,"Sixteen Summers, Fifteen Falls",For the Sake of the Song,1968,0.419,0.0331,0.425,-13.699,0.468,0.626,0.483,9.46e-6,C major,81.767,4,157186
Townes Van Zandt,For the Sake of the Song,For the Sake of the Song,1968,0.511,0.031,0.387,-11.028,0.162,0.556,0.4,0,C major,105.818,4,286906
Townes Van Zandt,Tecumseh Valley,For the Sake of the Song,1968,0.534,0.0349,0.422,-12.554,0.12,0.798,0.104,3.39e-5,D major,100.187,3,163013
Townes Van Zandt,Many a Fine Lady,For the Sake of the Song,1968,0.459,0.0292,0.279,-12.339,0.173,0.297,0.706,0,E major,94.93,3,233026
Townes Van Zandt,Quicksilver Daydreams of Maria,For the Sake of the Song,1968,0.576,0.0292,0.311,-13.367,0.132,0.489,0.8,0,D major,114.101,3,221266
Townes Van Zandt,Waitin' Around to Die,For the Sake of the Song,1968,0.605,0.0388,0.526,-11.994,0.139,0.54,0.348,2.35e-6,A minor,102.332,4,145586
Townes Van Zandt,I'll Be Here in the Morning,For the Sake of the Song,1968,0.528,0.0276,0.415,-12.047,0.0751,0.7,0.432,0,E major,86.515,4,166733
Townes Van Zandt,Sad Cinderella,For the Sake of the Song,1968,0.51,0.0274,0.35,-13.015,0.138,0.363,0.417,0,C major,94.272,3,282706
Townes Van Zandt,Velvet Voices,For the Sake of the Song,1968,0.524,0.0283,0.481,-12.973,0.0879,0.493,0.238,0,D major,114.522,3,195333
Townes Van Zandt,Talkin' Karate Blues,For the Sake of the Song,1968,0.576,0.0481,0.415,-13.306,0.203,0.726,0.718,4.35e-5,D# major,89.977,4,187466
Townes Van Zandt,All Your Young Servants,For the Sake of the Song,1968,0.561,0.0328,0.361,-14.281,0.112,0.799,0.783,0,C major,119.324,3,179400
Townes Van Zandt,"Sixteen Summers, Fifteen Falls",For the Sake of the Song,1968,0.349,0.0373,0.493,-11.616,0.491,0.623,0.153,0,C major,110.204,4,155053
